DATE,ACWV US Equity,AGG US Equity,AMLP US Equity,ARKG US Equity,ARKK US Equity,ARKQ US Equity,ASHR US Equity,BBAX US Equity,BNDX US Equity,BOTZ US Equity,CALF US Equity,CIBR US Equity,COPX US Equity,COWZ US Equity,DIVO US Equity,DXJ US Equity,EEMV US Equity,EFAV US Equity,EFV US Equity,EMXC US Equity,EUFN US Equity,EWA US Equity,EWC US Equity,EWL US Equity,EWT US Equity,EWU US Equity,EWW US Equity,EWY US Equity,EWZ US Equity,FEZ US Equity,FXD US Equity,GDX US Equity,GLDM US Equity,GUNR US Equity,HDV US Equity,HEFA US Equity,IBB US Equity,ICLN US Equity,IEFA US Equity,IGF US Equity,IGV US Equity,IHI US Equity,IJH US Equity,IJR US Equity,ILF US Equity,INDA US Equity,ITA US Equity,JETS US Equity,KRE US Equity,KWEB US Equity,LIT US Equity,MBB US Equity,MCHI US Equity,OIH US Equity,PAVE US Equity,PCY US Equity,PDBC US Equity,PICK US Equity,RPV US Equity,SCHP US Equity,SLQD US Equity,SLV US Equity,SMH US Equity,SPLV US Equity,SPYD US Equity,TAN US Equity,URA US Equity,VCIT US Equity,VEA US Equity,VGK US Equity,VIG US Equity,VNQ US Equity,VOO US Equity,VPL US Equity,VTV US Equity,VWO US Equity,VXF US Equity,VYMI US Equity,XBI US Equity,XHB US Equity,XLB US Equity,XLC US Equity,XLE US Equity,XLF US Equity,XLI US Equity,XLK US Equity,XLP US Equity,XLU US Equity,XLV US Equity,XLY US Equity,XME US Equity,XOP US Equity
44112.00,101.2865785,129.4333898,30.07912647,76.43880981,105.5381262,63.32575683,36.56486051,51.19020129,63.85492692,29.50135404,28.64018401,36.99453019,22.44155966,32.29521815,38.42097687,54.45184766,61.47340262,77.21589284,47.81661077,51.41075278,16.69871839,24.23252691,30.76178041,45.30305025,50.46605738,30.17029944,38.16884217,72.20810476,31.41181986,41.23669014,46.46984247,39.74986519,37.74,31.99509484,94.98266276,32.26908122,142.6211056,22.64071141,68.50245354,44.93435598,64.68798827,51.83111842,42.10195648,79.90951815,24.30307514,36.41080916,86.63220224,18.5792473,43.78553172,73.45716882,45.27777391,121.118144,80.27735371,112.0353592,18.53527742,33.10456539,14.7871071,31.948018,57.256625,32.962777,57.09734554,22.18,96.25369601,59.62440888,35.01807423,77.1249847,11.59065727,108.4129805,46.67903287,60.72774492,142.1084234,96.55498413,339.450974,76.15459301,119.7343107,49.30669553,145.208274,61.82276869,119.8486805,58.76717492,71.20572271,61.28466607,37.49688369,27.19604349,86.68299634,124.8041034,72.28638942,71.89798691,114.8260596,159.3177226,27.01527829,48.18472467
44113.00,101.9148803,129.4663833,30.010327,78.6334293,107.8363115,65.24788471,36.85366618,51.29888537,63.92077937,29.78867157,28.83668916,37.50592818,22.80215183,32.22500785,38.63146885,54.1458156,61.70217127,77.65290051,47.95437771,51.65848949,16.69292022,24.38478542,30.91310329,45.86770955,50.87944608,30.44740897,38.67632041,72.87995687,31.67431418,41.60171449,46.63554728,41.5960868,38.42,32.28657083,94.87927089,32.34929555,143.7812009,22.99531201,68.96830572,44.97892266,65.89069731,52.53748494,42.22714626,80.3318729,24.55611757,36.79859824,86.009062,18.61028167,43.29429539,74.97603961,46.253588,121.0851807,80.70838717,110.2762592,18.56589737,33.20062506,14.86168185,32.4034791,56.98277467,32.97349834,57.15220464,23.41,97.90600742,60.11393605,34.73162781,77.80368457,11.65405194,108.5260993,46.99052308,61.31274728,143.3769607,96.17270285,342.4717082,76.34124643,119.9443321,49.64964091,146.3329418,62.04232619,120.9551308,59.0888741,71.75594875,61.65255801,36.8977005,27.22841974,87.00640013,126.7124875,72.85155972,71.88666261,115.8632258,160.975861,27.15447711,47.44423494
44116.00,102.5756804,129.7193332,30.05160668,78.07944768,107.3850696,65.83288016,37.57568035,51.66841124,63.93175478,30.03494375,28.83668916,38.19120147,22.6112501,32.34314809,39.12055315,54.014659,62.00174925,78.08990817,48.08066408,51.83168977,16.77989271,24.54875612,30.99957351,46.2151922,50.74890228,30.55132504,38.39558777,72.5067057,32.06805565,41.91143212,46.79006701,41.48388548,38.32,32.35383452,95.31581433,32.50972422,144.9110328,22.5225112,69.33433243,45.21289774,66.87748375,52.96063052,42.47964766,80.8703752,24.64413233,36.62797105,86.31801388,18.52752333,43.88377899,76.34926526,46.43790844,121.1950584,82.3273909,109.8364843,18.70879048,33.29668474,14.69122528,32.305559,57.39902716,32.98421969,57.15220464,23.33,99.63175488,60.69049026,34.86291575,75.19171842,11.65405194,108.8880792,47.22414074,61.72899896,144.6239973,96.62448982,347.9971793,76.5827979,120.817579,50.1364021,147.2368804,62.31966197,121.25689,59.47283763,71.63727254,63.27741409,36.99356981,27.530598,87.50228595,130.1707747,73.69377428,72.33963464,116.6544659,163.1167487,27.04740109,47.55001919
44117.00,102.1532016,129.7523267,30.03784679,79.9331554,110.0085688,65.70752399,37.7097687,51.32062219,64.00858264,30.03494375,28.58729077,38.45712843,22.33550314,32.10523733,38.86672459,53.90536184,61.78932122,77.65290051,47.41479051,51.48658176,16.28125043,24.36136103,30.72935408,45.6505329,50.45517873,30.00865222,37.88810952,71.89883951,31.77274955,41.31411955,46.9462438,41.05548047,37.72,31.97267361,94.45421543,32.30345879,145.60709,22.44729289,68.59118729,44.6669559,67.40820939,52.58637427,42.15712486,79.96231249,24.36908621,36.34876291,85.18693581,18.12407643,42.53014998,76.17241044,46.4053813,121.0412297,82.37995596,106.8331429,18.41279761,33.22463998,14.71253235,31.92495084,56.54461416,33.01638372,57.15220464,22.49,99.3327652,60.47292263,34.25421712,76.1377849,11.4849995,108.7579926,46.70128217,60.75024501,144.1187325,94.9679376,345.7719409,76.12165417,119.6790419,49.91514701,147.1527931,61.7649904,122.9165654,59.38981849,71.00073654,63.33872942,36.41835396,27.00178604,86.53207457,129.3378336,73.63836543,71.8413654,115.7669938,163.0852651,26.66192744,46.41812774
44118.00,101.746972,129.8293115,30.57448262,78.12206165,108.8962052,66.4387683,37.34876161,51.21193811,64.07443509,30.00415972,28.43141677,38.29348107,22.54761619,32.06198082,38.79862424,53.67583779,61.47340262,77.56325791,47.29998472,51.40202814,16.2000761,24.33793665,30.64288386,45.33562675,50.10706193,29.87009746,37.88810952,71.3336306,31.87118492,41.10395401,46.62519073,41.77968895,37.8,31.97267361,94.21296774,32.1659485,143.7004986,22.71592972,68.4802701,44.83408095,66.93600483,52.53748494,41.96615741,79.50828114,24.40209175,36.65899417,85.65821834,18.1654556,41.89700093,74.97603961,46.38369655,121.0082664,81.5809671,108.4849806,18.45362422,33.15259523,14.79776064,31.948018,56.52270614,33.0003017,57.19609191,22.54,98.8082219,60.11393605,34.23034659,77.25866801,11.43217062,108.808896,46.60116032,60.58149433,143.4952142,93.80950948,343.6112023,76.19851146,119.1484615,49.69389193,146.4380509,61.56854422,120.643313,59.31717674,71.20572271,62.58250709,36.57414159,26.7427761,87.01718026,128.6525023,73.26158523,71.75077099,115.0933704,161.2802029,26.98315549,46.64027466
44119.00,101.2540801,129.7193332,30.6157623,77.68526845,107.9097695,65.98957537,37.34876161,50.86414905,64.12931213,29.64501281,28.92543342,38.02755412,22.46277097,32.27935019,38.76766954,53.44631374,61.12480278,76.67803725,46.70299462,50.93929905,15.95655313,24.30280007,30.55641364,44.71667328,49.88948893,29.3505171,37.9744888,70.97104375,31.63056513,40.41815069,46.98767,41.10648107,37.98,31.83814623,94.15552781,31.94822388,140.4320562,22.54400215,67.6372995,44.54439752,66.69183068,52.39587447,42.35870161,80.5324914,24.21506039,35.94546227,86.05619025,18.01028371,42.91222269,74.27902357,46.28611514,121.0082664,80.88710836,109.7721269,18.58886234,32.99649826,14.84037478,31.92495084,57.10326882,32.99494103,57.19609191,22.59,98.42530529,60.05954414,34.4809872,75.644185,11.3476444,108.6279061,46.0894264,59.64774056,143.6134676,94.29604929,343.2027044,75.55071432,119.446913,49.29563278,146.9951293,60.99076134,120.8746617,59.74264984,71.00073654,62.10220372,37.01753714,26.94782564,87.32980393,128.0726065,73.30591231,71.70547379,114.2593605,161.8783921,27.02598589,47.62406816
44120.00,101.2540801,129.6533463,29.98280721,78.49493389,107.8363115,65.58216783,37.55505137,50.82067542,64.17870147,29.65527415,28.75355636,37.99687024,22.48398227,32.21413938,38.7305239,53.38073544,61.26642147,76.7452692,46.95556736,50.9045082,16.11890178,24.30280007,30.4807522,44.97728527,49.68279458,29.63917285,38.07166548,70.97104375,31.34619628,40.83848176,46.74946933,40.62707546,37.86,31.64756578,94.27040767,32.07427497,140.9364455,22.44729289,67.97005105,44.54439752,66.94205873,52.96231636,42.24836486,80.06790118,24.01702718,36.01784956,86.69503991,18.09304205,43.02138632,75.12168476,45.61388765,121.118144,81.80174034,104.1515881,18.64755058,33.00850571,14.7871071,31.92495084,56.97182066,33.00566238,57.19609191,22.42,97.81158962,60.21184148,34.27808766,75.59276834,11.3053813,108.6505298,46.23404685,60.08649233,144.2477363,93.62416098,342.9124559,75.42993858,119.7785257,49.49476235,146.3644745,61.21031883,121.3273004,59.48321502,71.49701885,62.11242294,36.17868068,26.9694098,87.96583138,127.703582,73.32807585,72.47552626,115.3927586,160.4091555,26.99386309,46.07961815
44123.00,100.2682963,129.4993768,29.50121095,78.05814069,107.3011176,64.77779909,37.19404429,50.60330726,64.16223836,29.61422878,28.2750232,37.58775185,22.46277097,31.76853219,38.16095737,53.40259488,61.12480278,76.50995738,46.78335867,50.91527936,16.13049811,24.10369279,30.19972399,44.85783811,49.91124623,29.3505171,37.58578206,70.86440056,31.58681607,40.62831622,46.2109287,39.94366746,37.84,31.34487918,92.82292152,31.92530549,138.6364305,22.27536533,67.72603324,44.45526416,66.31043469,52.26269319,41.77518996,79.19151508,24.16005116,36.11091894,86.0666632,18.28959311,42.73756088,74.15418487,45.03924157,121.0632052,81.30762881,104.0335997,18.46383087,32.81337249,14.7551465,31.78654787,56.27076384,32.9413343,57.17963418,22.58,97.32900978,59.34353995,33.8245475,76.74450144,11.49556528,108.5147874,46.03380315,59.8052412,141.9686693,92.16454154,337.730983,75.35308129,118.1536233,49.33988379,144.8824357,61.02542831,118.9836376,58.31056964,70.66628542,60.99852789,35.41172621,26.55931073,86.87703862,125.362912,72.37504358,71.864014,113.5643522,158.4361806,26.80112626,45.13813835
44124.00,100.3766242,129.3893985,29.91400775,76.03397709,105.8109701,64.9136016,37.64788177,50.66851771,64.0963859,29.89128498,28.47152835,37.24000122,23.162744,31.88808534,38.43794005,53.50096233,61.48429637,76.54357336,47.02445083,51.45383743,16.38561742,24.08026841,30.30781176,45.24875609,50.13969788,29.52371055,38.49276445,71.74953904,32.13367923,40.9490952,46.53198177,40.24967104,38.04,31.46819594,93.07565719,32.00551983,137.7285298,22.72667519,68.02550964,45.06805602,65.94921839,52.28123742,41.95554811,79.73001738,24.68813971,36.23501145,85.52730652,18.5792473,43.72003354,75.19450733,46.27527276,120.9972786,82.28533886,107.5410734,18.5295617,32.77722115,14.89364246,32.15562245,56.84037251,32.90380959,57.18512009,23.02,97.40769128,59.41978899,34.08712338,79.93233415,11.74914393,108.3790449,46.28967011,60.2777431,142.5061851,92.82484557,339.063976,75.51777548,118.4299672,49.83770773,144.5881301,61.32587541,117.4044313,58.67377839,70.8281166,61.43795438,35.83115444,26.77515235,87.32980393,125.7951979,72.29747119,72.29433744,113.7140463,159.7060208,26.79041866,46.100775
44125.00,100.5499488,129.235429,29.66632967,72.15610576,102.788699,64.67333562,37.67882523,50.73372816,63.97565641,29.72710353,28.22535135,36.70814732,23.72484356,31.5946367,38.26001242,53.59932977,61.75663999,76.38669881,46.8752033,51.52384998,16.25805776,24.06855621,30.17810643,44.66237912,50.15057653,29.38515579,38.85987637,72.19744045,32.06805565,40.41815069,46.13843285,40.71887653,38.34,31.41214287,92.35191412,31.65028492,135.3679881,21.73809168,67.72603324,44.64467256,65.82814029,52.08230843,41.6818281,79.2865449,24.84216554,36.20398832,84.19462426,18.41373062,43.88377899,74.45587838,45.90663188,121.1071563,82.48508607,106.1895697,18.39238431,32.63261576,14.82972124,32.43242838,56.53366015,32.90917027,57.18512009,23.29,96.78348475,59.28907635,33.92002964,73.23788547,11.83367014,108.3224856,46.133925,59.62524047,142.2266769,92.54682282,338.4512292,76.0557765,118.0541394,49.93727252,143.5580605,61.24498581,114.6181884,57.57377476,70.55839796,62.47009566,35.14808561,26.6348553,86.44583356,125.6054138,72.36396181,72.10182432,113.1473473,158.8349734,26.75829586,45.00061883
44126.00,100.5824472,129.0044747,31.24871738,73.81805062,103.4498208,65.07029681,37.5344224,51.21193811,63.88785314,29.79893291,28.36491053,36.6365516,23.65060399,31.77940065,38.17333925,53.80699439,61.65859629,76.20741361,46.95556736,51.52255744,16.38561742,24.27937568,30.28619421,44.72753211,50.37902818,29.45443317,39.09741938,71.8348536,32.63679334,40.396028,46.33520731,39.97426782,37.96,31.62514455,94.0865999,31.75341763,137.345194,21.66287337,67.78149184,45.26860609,65.53149897,52.97748891,42.38416393,80.58528574,25.26023564,35.99716748,85.88338666,19.16890047,45.96880431,73.96692683,46.19937611,121.0851807,82.2327738,108.7424099,18.54548407,32.45185902,14.84037478,32.61696567,57.8590957,32.85020287,57.14123282,22.96,96.74676672,59.55050163,34.75549835,73.09391884,11.83367014,108.2885499,46.1784236,59.64774056,142.602938,92.53523854,340.3109695,75.95695998,119.5795581,49.94833527,145.3238941,61.55698857,117.7263078,57.06528252,70.94679281,62.87886449,36.59810891,27.16366725,87.1573219,125.0149745,72.3307165,73.12101141,114.8581369,159.1603044,27.21872272,47.35960754
44127.00,101.0265915,129.1914377,31.17991792,74.69163701,104.0794606,65.20609933,37.32813264,51.40756945,63.95370559,29.79893291,28.46259157,36.71837528,23.79908312,31.89819301,38.37764029,53.79606467,61.85468369,76.7004479,47.40330993,51.91699736,16.5943514,24.45505858,30.3834732,44.99900293,50.56396523,29.75463516,39.38894943,72.83729959,32.25398913,40.82742041,46.77018244,39.5968634,37.92,31.63635517,94.06362393,31.89092792,137.6881787,21.72734621,68.1807937,45.39116446,66.07231445,52.94545797,42.65364022,80.96540502,25.16121904,36.18330624,86.31539565,19.32407235,46.49278973,73.84208813,45.7439962,121.0851807,82.55867715,109.5254239,18.70879048,32.62056531,14.70187882,32.67463357,58.1986701,32.86092421,57.17414827,22.94,96.51596767,59.68121428,34.89872156,73.13505216,11.78084126,108.3903568,46.43429056,60.19899279,143.1297034,93.09128404,341.4719634,76.17655224,119.7011494,50.18065311,146.185789,61.9845479,118.3197675,57.92660611,71.20572271,63.47157929,36.41835396,27.2500039,87.50228595,124.8779083,72.46369775,73.32484883,115.2858343,160.5560792,27.41145954,47.51828391
44130.00,99.93247984,129.3674029,30.17544572,73.62628775,102.0016492,63.02281276,36.61643295,50.82067542,64.00858264,29.1627298,27.68426075,36.02287402,23.23698357,31.00773942,37.70282777,53.40259488,61.09212155,75.81522725,46.68003346,51.25995653,16.29284676,24.0919806,29.82141678,44.46692013,50.36814953,29.30433218,38.64392818,71.63223153,32.33054997,39.47793645,45.81737978,38.97465612,37.9,30.9861395,92.53572188,31.41537151,136.2960644,21.27603635,66.91633779,44.70038091,64.43776021,52.59986098,41.74336206,79.2865449,24.95218399,35.44909225,84.00872948,18.39304103,45.56489888,73.66523332,45.67894192,121.118144,81.83327937,105.3636509,18.2086646,32.51211127,14.53142225,32.0056859,56.54461416,32.91989161,57.16317645,22.61,94.44926705,59.0494365,34.08712338,71.6028358,11.6223546,108.4921636,45.56656783,58.77023702,140.4851258,91.7590917,335.1832463,75.33112207,117.3909139,49.52795061,143.1796676,61.19876318,116.7305025,56.04829803,69.42557964,62.08176528,35.11213461,26.6348553,85.31392029,122.1682137,71.53282902,73.30220023,114.0027421,157.4706823,26.65121984,45.00061883
44131.00,99.62916174,129.6643441,29.5975302,75.69306532,103.5022908,63.18995431,36.84335169,50.36420229,64.12931213,29.26534321,27.31172191,36.02287402,23.22637791,30.64527601,37.54186332,53.34794629,61.15748402,75.53509413,45.97971816,51.07684678,15.9101678,23.81088797,29.73494656,43.99999032,50.53132928,29.01567642,38.26601885,71.49359538,31.41181986,38.79213313,45.56882257,39.60706352,38.02,30.70587413,91.54775514,31.11170295,137.062736,21.11485425,66.41721046,44.2547141,65.02700692,52.58806011,41.1768253,78.25177577,24.43509728,35.71795934,81.3695473,17.87580141,43.99294262,75.38176537,46.39453893,121.1840706,83.1684318,103.8941588,17.97391164,32.692868,14.61665054,31.75194713,55.31776473,32.962777,57.19609191,22.73,94.12405021,58.75533305,33.29939574,70.20430274,11.45330217,108.7297129,45.22170367,58.01648398,139.3885936,90.28788798,334.0760021,75.23230555,115.8212802,49.70495468,142.4228818,60.64409161,118.1185947,55.40489969,68.76746614,62.48031488,34.65675539,26.14921166,83.44895842,122.7797401,71.34443892,73.24557872,113.2221943,157.3972204,26.67263504,44.45054074
44132.00,97.01845956,129.4773811,28.46921896,72.81662231,99.43062001,60.51568943,36.54423154,49.25562468,64.11833672,28.44443596,26.48974637,34.97962213,22.46807379,29.72265176,36.31557901,52.18939634,60.27509068,73.87670607,44.32651481,49.74122279,15.29556219,23.16671737,28.64326005,42.5014714,49.51961483,27.8956921,37.03511418,70.41649915,29.71654407,37.17717692,44.43995855,37.25083595,37.38,29.69691879,88.74468672,30.3095596,133.5219235,20.79249007,64.47615972,42.83972198,62.75679271,50.78084076,40.08618899,75.85491258,23.29090542,34.68385514,78.25908259,17.07925239,43.11963358,74.33103969,45.76568095,121.118144,81.52840205,97.30826027,17.40233921,32.39160678,14.25443033,30.31024957,53.65275478,32.91989161,57.16317645,21.78,91.08694448,57.03428325,32.22522168,71.01668591,11.15746042,108.4016687,43.89787028,55.77772496,135.2604723,88.13321167,322.5735623,74.07944623,112.4719915,48.46592621,138.4287346,58.54096191,114.8696544,54.61621784,66.82549189,60.02770194,33.20673209,25.48010265,80.71080632,117.5712221,69.26106605,71.11661014,109.6295361,152.422805,25.39843048,41.94345408
44133.00,97.24594813,129.2464268,29.01961469,73.01903867,100.7318756,61.83715235,37.36939059,49.42951921,64.11833672,28.82410556,26.69601962,34.81597478,22.77033488,29.85568181,36.60172437,52.93261707,60.35134689,73.86550074,44.57908754,49.92433253,15.30715852,23.2721271,28.77296537,42.41460074,49.46522158,28.17280162,36.40886444,70.76842168,30.09934828,37.27672901,44.60566336,37.68944108,37.24,30.04444785,89.59479764,30.57312098,134.2280684,21.22230898,64.73126924,42.80629697,63.11195511,50.49761982,40.48509877,77.026947,23.44493125,34.76658347,79.21735708,17.51373367,44.25493533,76.14120077,46.98002738,121.1401196,83.14740578,99.36769435,17.75957198,32.39160678,14.08397377,30.73699205,54.45239771,32.8233995,57.15220464,21.71,93.33723525,56.90357061,32.81004978,72.7854189,11.29481552,108.2319906,44.10923864,55.96897573,135.9269919,89.31480836,325.9705445,74.49667151,113.1683782,48.9748129,139.7531097,58.70274111,115.8855769,54.65772741,68.20645136,61.54014659,34.2253435,25.67436011,81.8858401,119.5323241,69.23890251,71.30912326,108.7313716,153.3883034,26.12654737,43.01187498
44134.00,96.91013167,128.8944964,28.70313715,70.03606072,95.27499726,60.31720883,36.93618209,49.01651971,64.03053345,28.43417462,26.172283,34.06933372,22.80215183,29.94262955,36.45243114,52.64844444,59.87202212,73.38367178,44.59056812,49.35346098,15.36514018,23.15500518,28.61083371,42.27343591,49.12798343,28.10352424,36.88395045,69.21143109,29.37748891,37.15505423,43.91177447,38.24024752,37.42,29.99960539,89.42247786,30.45852908,131.7666488,21.018145,64.50943487,42.47204686,61.47538291,50.26497404,40.20289132,76.04497221,23.15888329,34.73556035,79.08644526,17.50338888,44.92083347,74.72636222,46.76317981,121.1840706,81.70712324,102.6177388,17.79019193,32.29520319,14.0946273,30.74852563,54.693386,32.72690739,57.11928918,21.99,91.76885078,56.67482349,32.94133772,70.71846931,11.42160484,107.9831294,43.88674563,55.788975,135.1744698,88.72401001,322.3048137,73.89279282,113.4226147,48.46592621,137.0097612,58.54096191,113.431269,53.94168731,68.16329638,60.49778608,34.41708212,25.74990467,81.78881896,116.8858908,68.99510356,70.6409895,108.6992943,150.0405428,26.15867018,42.92724758
44137.00,98.15590242,129.1277207,28.81321629,69.7803769,95.28549126,61.15291661,37.20435878,49.34257195,64.09309328,28.6804468,26.89636967,34.13070148,23.03547618,30.62734304,36.86298753,53.34794629,60.49841245,74.27449509,45.3597669,49.92433253,15.67824115,23.2838393,28.97833214,43.01183654,49.56312943,28.42681869,36.80836859,70.40583483,29.71654407,37.84085755,44.47102821,39.40306113,37.76,30.69466352,91.1112117,30.88251913,131.524542,21.39423655,65.23039658,43.15168875,61.07784318,50.7437523,40.99434529,77.64992025,23.36791834,34.83897077,81.1024872,17.52407846,46.1762152,75.46499117,48.38953663,121.2071977,83.05278868,108.3777184,18.47403752,32.39160678,14.31835155,31.05416551,56.42412002,32.83256625,57.14946607,22.41,92.48222967,57.53534839,33.90809437,73.01165219,11.47443373,108.199073,44.42072885,56.58772822,137.1847788,90.84393348,326.0565441,74.61744725,115.4896675,49.08544045,138.7125293,59.40763623,113.4212104,55.83037279,70.42893301,60.46712842,35.59148116,26.23554831,83.99874487,117.1811105,70.09219885,72.19241873,110.6560099,151.1109866,26.87607947,44.58806026
44138.00,99.66166011,129.0726415,29.10217405,71.46362874,97.76207451,63.0541518,37.55505137,50.73372816,64.04915629,29.39874063,27.69506802,34.8875705,23.84150573,31.26858266,37.52236598,54.4081288,60.87969352,75.71437932,46.72595578,50.72139846,16.36242475,24.03341964,29.62685879,44.28231997,50.13969788,29.22350857,37.35903647,71.93083247,30.09934828,39.07972807,45.64131842,40.15786997,37.98,30.82919089,91.77751485,31.53569301,133.8548204,21.6521279,66.91633779,44.18786408,62.36530688,51.66759205,41.90462346,79.60331096,23.7529829,35.09749682,83.68406818,17.85511182,47.45342967,74.81999125,49.06176411,121.1741772,82.00148755,109.7614007,19.00478335,32.66876711,14.40357983,31.99415232,57.42093519,32.81644024,57.12748551,22.44,94.40730359,58.1889116,34.63614568,71.11951923,11.65405194,108.1083876,45.55544318,58.26398498,139.9583603,92.59315995,331.807764,76.28634836,117.479344,49.2181935,142.2441963,60.67875858,116.4991538,56.97188599,71.52938509,61.36641984,35.38775888,26.81832067,86.47817394,119.247648,71.24470299,73.23425442,112.2705676,154.4377581,27.43287474,44.2178154
44139.00,100.5716144,129.9318773,29.15721362,74.53183462,102.3269631,64.21996415,38.83404791,51.25541174,64.20293577,29.88102364,27.12207521,36.35016873,23.53394182,31.42074121,38.00756898,54.0802373,62.15970855,76.50995738,46.73743636,51.70157414,16.30444309,24.04513183,29.77818167,45.22703842,50.90120338,29.48907186,37.72614838,73.39184419,31.05089018,39.56642721,46.1487894,39.23985922,37.96,30.75071659,91.94983463,31.85655035,141.9351362,21.3727456,67.5818409,44.41069748,65.37611542,52.6049185,41.92796392,78.84307241,24.11604378,36.02819061,83.64741287,17.78269827,44.06935716,79.97999064,49.67977971,121.2952523,85.61796342,108.8174934,18.30052446,33.47614719,14.54207579,31.56740984,56.54461416,32.83794159,57.1934272,22.24,97.86928939,59.03854378,33.66938903,69.65928618,11.35821018,109.1285989,46.0226785,59.07398825,141.6999114,92.75533988,339.2789749,76.6706348,117.844118,50.80016735,144.5145537,61.27965278,123.6709633,58.49736271,70.3102568,64.01319798,35.43569353,26.50535033,85.58342345,123.8868138,71.2779483,72.13579723,117.2532423,157.7225514,26.04088656,44.05913902
44140.00,101.8390507,130.0530516,30.09288636,77.84507084,105.8004761,66.4387683,39.28788539,52.58135751,64.21392002,30.71219222,28.06802253,37.10703775,24.2233092,32.1054547,38.5425364,54.67044199,63.00942066,77.95544427,47.65588266,52.80023259,16.74510372,24.82984875,30.50236975,45.83513305,51.28195613,30.05483714,39.36735461,75.1301282,32.68054239,40.74999101,47.25694031,42.04489205,38.84,31.55788086,92.67357771,32.33783636,141.8645217,22.87711181,69.22341524,45.17947273,66.87950172,53.34837348,43.12681512,81.15546465,25.39225778,36.4935375,84.6161603,18.62062647,46.19804793,80.44813575,53.48545467,121.3392796,86.58516045,110.1904495,18.95375009,33.64485347,14.605997,32.37476048,58.11103799,32.87019362,57.22639804,23.61,101.7561553,59.38711083,34.3735698,77.59801794,11.68574927,109.2532913,47.13514353,60.51399406,144.03273,93.19554257,345.9224402,78.4932505,119.7785257,51.66306218,148.5612555,62.14632711,123.5603182,59.3690637,73.1800632,65.24972367,35.43569353,27.15287517,87.59930709,127.7352127,71.79879151,72.78128238,117.4884759,160.7974537,27.41145954,44.30244279
44141.00,102.0990377,129.7666396,28.89577565,77.54677305,107.1227197,66.22984135,39.03002318,52.62483114,64.16998303,30.64036284,27.5896972,37.18886143,24.81722572,31.833743,38.39324317,54.57207454,63.1401456,78.02267622,47.74772729,52.98334233,16.77989271,24.87669752,30.49156098,46.17175687,51.31459208,30.13566075,39.69127689,74.88484886,33.64302155,40.87166579,47.24658376,42.24889444,38.9,31.66998701,92.47828196,32.30345879,138.9491518,23.04903938,69.42306618,44.81179761,67.38399377,53.92661623,42.90614162,80.3635495,25.97535555,36.82445085,84.55332263,18.36200665,45.15007709,80.85386151,53.32281899,121.1741772,87.05824595,107.7985026,18.85168359,33.40384449,14.55272932,33.06677531,57.46475124,32.73581016,57.21540776,23.79,103.3350306,59.692107,33.64551849,77.69056792,11.78084126,109.1059275,47.23526539,60.71649487,144.3337388,92.5584071,345.8794404,78.52618933,119.4358592,51.851129,148.1618408,62.34277329,120.5729025,58.85019407,73.36347188,65.09643536,34.66873906,26.93703356,87.6855481,128.1885857,72.13124463,72.62274217,117.5312456,160.3147046,27.67914957,42.937826
44144.00,102.8789985,129.1607682,31.46887568,74.52118113,102.2430112,65.51948974,39.47354617,54.42898685,63.75258156,31.39970204,28.65369309,36.60075374,25.2626631,32.63344488,39.16459154,57.44658999,63.61947037,78.77343298,50.10124595,54.00660265,18.26422324,25.86052171,30.96714718,45.72654473,51.79325268,31.55584706,41.23530643,75.62068688,34.36488092,42.91801441,46.62519073,39.65806412,37.18,32.89194403,96.51056481,33.50667382,138.8381862,23.09202127,71.40848379,47.15154835,64.95032413,53.99910731,44.11560212,84.23865431,26.9215142,37.69309838,90.42864485,21.3206173,52.11471664,78.84603916,54.81906726,121.0310884,86.2592571,128.2104977,19.54573583,33.56050033,14.70187882,34.20859978,61.63823012,32.64442941,57.18243692,22.5,102.2072625,59.18014914,37.0709402,76.26118487,11.97102524,108.6184932,48.52572483,62.49400204,146.0000377,95.83675869,350.1901678,80.74407108,124.2331904,52.2383254,149.1288448,64.43434733,121.0758345,55.5294284,75.01415,64.54459745,39.61799216,29.14941011,90.67164311,127.2607525,71.96501807,73.97033399,118.6325664,159.7899772,28.82486292,49.88785105
44145.00,103.5073003,128.9514672,32.52838745,73.86066459,99.44111401,64.04655478,39.34977231,54.66809183,63.69766032,30.54801077,29.48096834,36.1046977,25.03994441,33.31424572,39.64979455,57.42473055,63.6739391,79.27767259,51.28374557,54.20048355,18.70488386,25.80196075,31.25898417,45.6179564,51.52128643,32.47954548,41.99112509,76.31386763,34.71487334,43.70336983,46.80125209,38.31164836,37.3,33.38521108,98.29120254,33.80461278,138.9491518,22.74816613,71.96306972,48.3325654,62.85163722,53.46132468,44.63970167,86.45601673,27.40559537,37.21741044,93.44485305,20.98958394,52.74786569,75.09047508,53.52882418,120.9650475,83.41023106,128.1675928,19.9233819,33.62075257,14.9682172,34.47387213,62.86507956,32.67668144,57.17144663,22.43,99.04426638,59.83371236,37.6557683,73.52581875,12.09781457,108.5731505,48.88171364,63.40525572,147.0428184,97.23845672,349.7386702,80.71113224,126.0681143,51.65199942,149.7700106,65.65924705,122.675158,56.8058477,75.89882716,64.34021304,40.90024418,29.30049924,92.26710182,124.8884518,73.38348471,75.03481828,118.9747243,159.2232716,29.14609096,51.45345791
